unq:name@System.system_id,unq:name,ls_from_star,blackmarket,max_pad_size,market,shipyard,modified,outfitting,rearm,refuel,repair,planetary
'COMAM','Dobzhansky Stop',0,'Y','M','N','N','2015-10-10 16:18:37','N','Y','Y','Y','N'
'COMAM','Nikolayev Prospect',0,'N','M','Y','N','2015-10-10 16:18:37','Y','N','Y','Y','N'
'COMAN','Lomonosov Retreat',0,'N','M','Y','N','2015-10-10 16:18:37','N','N','Y','N','N'
'COMANA','Gaspar de Portola Dock',666,'N','L','Y','Y','2015-10-23 17:34:50','Y','Y','Y','Y','N'
'COMANA','Kneale Dock',978,'N','M','Y','N','2015-10-23 17:35:02','N','N','Y','Y','N'
'COMANE','Huberath Hub',0,'N','M','Y','N','2015-10-10 16:18:37','N','Y','Y','Y','N'
'COMANE','May Estate',0,'N','M','Y','N','2015-10-10 16:18:37','N','N','Y','N','N'
'COMANES','Al Sufi Terminal',1458,'N','M','Y','N','2015-12-26 03:27:48','Y','N','Y','Y','N'
'COMANES','Hirn Terminal',1434,'N','M','Y','N','2015-08-21 18:17:05','N','N','Y','Y','N'
'COMANES','Huberath Works',8499,'N','L','N','N','2015-12-26 02:14:27','Y','Y','Y','Y','?'
'COMANES','Langsdorff Holdings',0,'?','L','Y','N','2016-01-02 19:32:28','Y','?','?','?','Y'
'COMANGA','Butz Station',471,'Y','M','N','N','2015-06-17 00:39:00','Y','N','Y','Y','N'
'COMANGA','Haller Hub',646,'Y','L','Y','Y','2015-06-17 00:39:21','Y','Y','Y','Y','N'
'COMANGA','Henry Port',141,'Y','L','Y','Y','2015-05-30 16:54:23','Y','Y','Y','Y','N'
'COMANGA','Hopper Station',1923,'Y','M','Y','N','2015-06-17 00:39:50','N','N','Y','Y','N'
'COMANGA','Ramsbottom Port',251,'Y','L','Y','Y','2015-06-14 02:01:30','Y','Y','Y','Y','N'
'COMANGA','Reilly Dock',1537,'Y','L','Y','Y','2015-06-17 00:39:34','Y','Y','Y','Y','N'
'COMASCI','Oshima Platform',0,'N','M','Y','N','2015-10-10 16:18:37','N','N','Y','Y','N'
'COMAUCATE','Merritt Base',857,'N','M','Y','N','2015-03-13 21:48:28','Y','N','Y','Y','N'
'COMAUCATE','Wenzel Platform',1186,'N','M','Y','N','2015-03-13 21:48:28','N','N','Y','Y','N'
'COMECAB','Thierree Enterprise',12617,'N','L','Y','Y','2015-07-24 14:16:12','Y','Y','Y','Y','N'
'CONCANI','Bierce Station',72,'N','M','Y','N','2015-06-21 23:26:55','N','N','N','Y','N'
'CONCANI','Grant Enterprise',73,'N','L','Y','Y','2015-10-10 16:18:38','Y','Y','Y','Y','N'
'CONCANI','Hayden Co-Operative',114,'N','M','Y','N','2015-06-21 23:26:55','N','N','Y','N','N'
'CONCANI','Watts Vision',73,'N','L','Y','N','2016-01-13 17:34:02','Y','Y','Y','Y','Y'
'CONCANTAE','Narlikar Hub',0,'N','M','Y','N','2015-10-10 16:18:38','Y','Y','Y','N','N'
'CONCANTAE','Shoujing Hub',0,'N','M','N','N','2015-10-10 16:18:38','N','N','Y','Y','N'
'CONCANTAE','Tietjen Ring',0,'N','L','Y','Y','2015-10-10 16:18:38','Y','Y','Y','Y','N'
'CONCATENEG','Kraft Terminal',466,'N','M','Y','N','2015-12-07 13:53:57','N','N','Y','Y','N'
'CONCHELIGA','Henderson Base',0,'Y','M','N','N','2015-10-10 16:18:38','Y','Y','Y','Y','N'
'CONCHELIGA','Littlewood Orbital',0,'Y','M','Y','N','2015-10-10 16:18:38','Y','Y','Y','N','N'
'CONCHUCOS','Arisman Hub',95068,'N','M','Y','N','2015-08-11 18:33:07','Y','Y','Y','Y','N'
'CONCHUCOS','Bereznyak Dock',95225,'Y','L','Y','Y','2015-10-10 16:18:38','Y','Y','Y','Y','N'
'CONDANI','Matheson Terminal',0,'N','M','Y','N','2015-10-10 16:18:38','N','N','Y','Y','N'
'CONDANI','Rey Settlement',0,'N','M','Y','N','2015-10-10 16:18:38','Y','Y','Y','Y','N'
'CONDHARWAL','Hodgkin Port',0,'Y','M','Y','N','2015-10-10 16:18:38','Y','Y','Y','N','N'
'CONDI','Gemar Station',157,'Y','L','Y','Y','2015-08-25 08:43:17','Y','Y','Y','Y','N'
'CONDI','Ray Station',304,'N','M','Y','N','2015-08-25 08:43:47','N','Y','Y','Y','N'
'CONDI','Sherrington Terminal',224,'Y','M','N','N','2015-12-03 20:42:48','N','Y','Y','Y','N'
'CONDOVICHS','Walters Port',8803,'N','L','Y','Y','2015-10-10 16:18:38','Y','Y','Y','Y','N'
'CONI','Jewitt Landing',0,'N','L','Y','Y','2015-10-10 16:18:38','Y','Y','Y','Y','N'
'CONI','Marcy Terminal',0,'N','M','Y','N','2015-10-10 16:18:38','N','N','Y','Y','N'
'CONI','Parker Gateway',0,'?','L','Y','N','2016-01-06 12:48:31','Y','?','?','?','Y'
'CONIACI','Froud Outpost',0,'N','M','Y','N','2015-10-10 16:18:38','N','N','Y','Y','N'
'CONIAN','Andersson''s Progress',1108,'N','M','Y','N','2015-04-27 13:27:13','N','N','Y','Y','N'
'CONII','Lavochkin Platform',136,'N','M','Y','N','2015-07-05 12:30:09','Y','N','Y','Y','N'
'CONII','Morgan Point',176,'N','M','N','N','2015-09-29 00:46:27','N','Y','Y','Y','N'
'CONNEDA','Brahe Station',276,'N','M','Y','N','2015-06-21 23:32:24','N','N','Y','Y','N'
'CONNEDA','Illy Refinery',611,'Y','M','Y','N','2015-10-10 16:18:38','N','N','N','Y','N'
'CONTEGUS','Wang Dock',1000,'N','M','Y','N','2015-04-25 20:39:05','Y','Y','Y','Y','N'
'CONTIE','Shajn Platform',2048,'N','L','Y','Y','2015-12-21 21:01:17','Y','Y','Y','Y','N'
'CONTIEN','Eanes Vision',1388,'N','L','Y','Y','2015-07-11 16:25:56','Y','Y','Y','Y','N'
'CONTIEN','Einstein Lab',0,'?','L','Y','N','2016-01-14 03:02:09','Y','?','?','?','Y'
'CONTIEN','Legendre Survey',0,'?','L','Y','N','2015-12-24 00:20:00','Y','?','?','?','?'
'CONTIEN','Stevens Vision',4903,'N','M','Y','N','2015-07-11 16:24:17','Y','Y','Y','Y','N'
'CONTII','Celebi City',0,'N','M','Y','N','2015-10-10 16:18:38','Y','Y','Y','Y','N'
'CONTII','Griffith Gateway',0,'Y','M','Y','N','2015-08-03 05:56:42','Y','Y','Y','N','N'
'CONTII','Levi-Civita Orbital',111,'N','L','Y','Y','2015-04-23 02:00:25','Y','Y','Y','Y','N'
'CONTII','Sucharitkul Vision',80,'Y','L','Y','Y','2015-03-13 21:48:28','Y','Y','Y','Y','N'
'CONTII','Wiener Vision',0,'N','M','Y','N','2015-06-21 23:26:43','N','N','N','Y','N'
'CONTIKU','Jansky Vision',199,'N','L','Y','Y','2015-06-21 23:33:23','Y','Y','Y','Y','N'
'CONTIKU','Maire Settlement',33,'Y','L','N','N','2016-01-14 23:04:36','Y','Y','Y','Y','Y'
'CONTIKU','Ritchey Terminal',199,'Y','M','Y','N','2015-06-21 23:33:23','Y','Y','Y','N','N'
'CONTIKU','Swift Station',126,'N','M','Y','N','2015-08-03 05:56:42','N','N','N','Y','N'
'CONVEN','Miletus Platform',0,'N','M','Y','N','2015-10-10 16:18:38','N','Y','Y','Y','N'
'CONVEN','Serre Legacy',0,'N','M','N','N','2015-10-10 16:18:38','N','N','Y','Y','N'
'CONVENTES','Delany Station',0,'Y','M','N','N','2015-10-10 16:18:38','N','Y','Y','Y','N'
'CONVENTES','Ordway Plant',0,'N','M','Y','N','2015-10-10 16:18:38','N','N','Y','N','N'
'CONVOUMIA','Arnold Hub',494,'N','L','Y','Y','2015-06-21 23:07:53','Y','Y','Y','Y','N'
'CONVOUMIA','Hornby Horizons',695,'N','M','Y','N','2015-09-24 08:43:44','N','N','Y','Y','N'
'CONVOUMIA','Savery Base',0,'?','?','Y','?','2016-01-04 23:04:04','?','?','?','?','?'
'CONVOUMIA','Willis Prospect',0,'?','L','?','N','2016-01-04 08:07:26','Y','?','?','?','Y'
'CONVOUMIS','Pittendreigh Oasis',242,'N','M','Y','N','2015-08-27 09:41:40','N','Y','Y','Y','N'
'CONVOUMIS','Regiomontanus Holdings',422,'N','M','Y','N','2015-08-27 09:41:50','N','N','Y','N','N'
'COOK','Bohr Terminal',1088,'N','M','Y','N','2015-08-25 10:40:38','N','N','Y','Y','N'
'COOK','Eisinga Colony',35843,'N','L','Y','Y','2015-06-18 00:04:50','Y','Y','Y','Y','N'
'COOK','Medupe Hub',0,'?','L','?','N','2016-01-01 17:11:22','Y','?','?','?','Y'
'COOK','Wilson Port',35351,'N','M','Y','N','2015-08-25 11:25:57','Y','N','Y','Y','N'
'COOK ODUA','Ivins Works',0,'N','M','Y','N','2015-10-10 16:18:39','Y','N','Y','Y','N'
'COOK ODUA','Jemison Works',0,'N','M','Y','N','2015-10-10 16:18:39','N','N','Y','Y','N'
'COPIAN XING','Akiyama Enterprise',10041,'Y','L','Y','Y','2015-12-23 17:12:32','Y','Y','Y','Y','N'
'COPITANII','Bauman Vision',288,'N','M','Y','N','2015-10-04 16:17:38','N','N','Y','Y','N'
'COPITYAR','Darwin Landing',939,'N','L','Y','Y','2015-12-01 03:02:21','Y','Y','Y','Y','N'
'COPITYAR','Herzog Orbital',927,'Y','M','Y','N','2015-11-30 16:43:36','Y','Y','Y','N','N'
'COQUALKI','Caselberg Freeport',0,'N','M','Y','N','2015-10-10 16:18:39','N','N','Y','Y','N'
'COQUALKI','Obruchev''s Claim',0,'Y','M','Y','N','2015-10-10 16:18:39','N','Y','Y','Y','N'
'COQUEELGOVI','Pickering Installation',1668,'N','M','Y','N','2015-10-10 16:18:39','Y','Y','Y','Y','N'
'COQUEELGOVI','Shunkai Terminal',954,'N','L','Y','Y','2015-08-26 17:30:08','Y','Y','Y','Y','N'
'COQUENCHEL','Jeschke Estate',414,'N','M','Y','N','2015-10-24 08:18:44','N','N','Y','N','N'
'COQUENCHEL','Rice Vision',414,'N','M','Y','N','2015-10-24 08:18:58','N','N','Y','Y','N'
'COQUESSA','Fung Point',0,'N','M','Y','N','2015-10-10 16:18:39','N','N','Y','Y','N'
'COQUESSA','Musgrave Works',0,'N','M','Y','N','2015-10-10 16:18:39','N','N','Y','Y','N'
'COQUI RENES','Fullerton Hub',560,'Y','M','Y','N','2015-10-22 17:00:06','Y','N','Y','Y','N'
'COQUI RENES','Hooke Ring',400,'N','L','Y','Y','2015-04-23 02:00:25','Y','Y','Y','Y','N'
'COQUI RENES','Kirchoff Enterprise',400,'Y','M','Y','N','2015-10-22 17:00:14','Y','Y','Y','Y','N'
'COQUI RENES','McKee Point',0,'?','L','?','N','2016-01-10 05:05:46','Y','?','?','?','Y'
'COQUI XEE','Bell City',12,'Y','M','Y','N','2015-10-10 16:18:39','N','N','Y','Y','N'
'COQUI XEE','Durrance Hangar',7,'Y','M','Y','N','2015-10-10 16:18:39','N','Y','Y','Y','N'
'COQUI XEE','Mullane Platform',17,'N','M','Y','N','2015-10-10 16:18:39','N','Y','Y','Y','N'
'COQUIABAYO','Kelly Terminal',0,'Y','M','Y','N','2015-10-10 16:18:39','Y','Y','Y','N','N'
'COQUIABAYO','Kubokawa Dock',1329,'N','L','Y','Y','2015-12-10 14:44:09','Y','Y','Y','Y','N'
'COQUIABAYO','Whittle Vision',0,'Y','M','Y','N','2015-10-10 16:18:39','N','N','Y','Y','N'
'COQUIM','Evans Settlement',1156,'N','M','Y','N','2015-06-23 17:05:49','N','N','N','Y','N'
'COQUIM','Hirayama Installation',606,'N','L','Y','Y','2015-03-21 15:50:24','Y','Y','Y','Y','N'
'COQUIM','Phillips Hub',775,'N','M','Y','N','2015-06-23 17:04:57','N','N','Y','Y','N'
'COQUIM','Sarrantonio Bastion',0,'?','L','Y','N','2015-12-27 15:41:44','Y','?','?','?','?'
'COR CAROLI','Stephenson Station',6874,'N','M','Y','N','2015-09-13 12:27:13','N','Y','Y','Y','N'
'CORAS','Berkey Works',0,'?','L','Y','N','2015-12-25 19:50:34','Y','?','?','?','?'
'CORAS','Lindblad Landing',33851,'N','M','N','N','2015-10-10 16:18:39','N','N','Y','Y','N'
'CORAS','Narlikar Dock',537,'N','M','Y','N','2015-10-10 16:18:39','N','N','Y','Y','N'
'CORATHA','Braun City',3199,'N','M','Y','N','2015-08-03 05:56:42','N','Y','Y','Y','N'
'CORATHA','Gohar Gateway',1723,'Y','L','Y','Y','2015-06-21 23:12:35','Y','Y','Y','Y','N'
'CORATHA','Korzun Ring',0,'Y','M','Y','N','2015-10-10 16:18:39','Y','Y','Y','N','N'
'CORBAGO','Fadlan Dock',383,'Y','M','N','N','2015-06-28 16:52:21','N','Y','Y','N','N'
'CORBAGO','Kafka Terminal',270,'N','M','Y','N','2015-06-28 16:16:15','N','N','N','Y','N'
'CORBAGO','Pratchett Hub',268,'Y','L','Y','Y','2015-10-10 16:18:39','Y','Y','Y','Y','N'
'CORBENIC','Fermi Landing',2900,'Y','M','Y','N','2015-06-21 23:05:37','Y','Y','Y','N','N'
'CORBENIC','Fullerton Terminal',3500,'N','M','N','N','2015-06-23 09:33:28','N','N','N','N','N'
'CORBENIC','Hertz City',2841,'N','L','Y','Y','2015-10-10 16:18:39','Y','Y','Y','Y','N'
'CORBIN','Dyson Dock',8000,'N','M','Y','N','2015-04-25 00:21:51','N','N','Y','Y','N'
'CORBIN','Hopkins Dock',9259,'N','M','Y','N','2015-04-25 00:12:20','N','N','Y','N','N'
'CORBIN','Illy City',9120,'N','L','Y','Y','2015-03-31 11:54:01','Y','Y','Y','Y','N'
'CORBIN','Kovalevsky Terminal',0,'?','L','?','N','2015-12-31 06:02:15','Y','?','?','?','Y'
'CORBIN','Midgley Hub',9017,'N','L','Y','Y','2015-04-25 00:23:00','Y','Y','Y','Y','N'
'CORBIN','Mukai Depot',0,'?','?','Y','?','2016-01-07 11:32:00','?','?','?','?','?'
'CORBIN','Savinykh City',9120,'N','M','Y','N','2015-04-25 00:23:27','N','Y','Y','Y','N'
'CORBIN','Wundt Terminal',9134,'N','L','Y','Y','2015-10-10 16:18:39','Y','Y','Y','Y','N'
'CORDENET','Brom Hub',495,'N','M','Y','N','2015-04-29 02:27:34','N','N','Y','Y','N'
'CORDENET','Chernykh Station',367,'N','L','Y','Y','2015-04-29 02:27:10','Y','Y','Y','Y','N'
'CORDENET','Karachkina Vision',367,'N','M','Y','N','2015-06-21 23:21:41','N','N','N','Y','N'
'CORDENET','Leberecht Tempel Gateway',367,'N','L','Y','N','2015-12-24 15:50:39','Y','Y','Y','Y','Y'
'CORDENET','Moorcock''s Progress',0,'?','L','?','N','2015-12-25 20:06:22','Y','?','?','?','?'
'CORDENET','Tago Colony',367,'N','L','Y','N','2015-12-24 15:40:30','Y','Y','Y','Y','Y'
'CORDENSES','Brooks Base',0,'?','L','?','N','2016-01-08 06:33:52','Y','?','?','?','Y'
'CORDENSES','Harris Terminal',0,'N','M','Y','N','2015-10-10 16:18:40','N','N','Y','Y','N'
'CORDENSES','Kirk Enterprise',0,'N','M','Y','N','2015-10-10 16:18:40','Y','Y','Y','N','N'
'CORDENSES','Wylie Co-Operative',0,'Y','L','Y','Y','2015-10-10 16:18:40','Y','Y','Y','Y','N'
'CORIABOG','Carter Enterprise',1420,'Y','L','Y','Y','2015-04-23 02:00:25','Y','Y','Y','Y','N'
'CORIABOG','Heisenberg Terminal',2665,'N','M','Y','N','2015-07-31 15:23:28','N','Y','Y','Y','N'
'CORIABOG','Tryggvason Terminal',1858,'Y','M','Y','N','2015-10-10 16:18:40','N','N','Y','N','N'
'CORIAN GUIT','Belyanin City',0,'Y','M','Y','N','2015-10-10 16:18:40','Y','Y','Y','N','N'
'CORIAN GUIT','Cousteau Colony',0,'N','M','Y','N','2015-10-10 16:18:40','N','Y','Y','Y','N'
'CORIAN GUIT','Springer Port',0,'N','L','Y','Y','2015-10-10 16:18:40','Y','Y','Y','Y','N'
'CORIAT','Cellarius Dock',0,'N','L','Y','Y','2015-10-10 16:18:40','Y','Y','Y','Y','N'
'CORIAT','Jael Vision',0,'N','M','N','N','2015-10-10 16:18:40','N','N','Y','Y','N'
'CORIAT','Kerimov Station',0,'Y','M','N','N','2015-10-10 16:18:40','Y','Y','N','Y','N'
'CORIBA','Ikeya Beacon',9405,'N','M','Y','N','2015-04-03 21:28:52','Y','N','Y','Y','N'
'CORIBES','Georg Bothe Gateway',0,'N','M','Y','N','2015-10-10 16:18:40','Y','Y','Y','N','N'
'CORIBES','Kaleri Hub',0,'N','L','Y','Y','2015-10-10 16:18:40','Y','Y','Y','Y','N'
'CORIBES','Lonchakov Horizons',0,'N','M','Y','N','2015-10-10 16:18:40','N','N','Y','N','N'
'CORICCHA','Beckman Station',521,'N','L','Y','Y','2015-10-10 16:18:40','Y','Y','Y','Y','N'
'CORICCHA','Gurney Orbital',1477,'N','M','Y','N','2015-04-09 23:40:47','N','N','Y','Y','N'
'CORICCHA','Mendeleev Gateway',692,'N','L','Y','Y','2015-10-10 16:18:40','Y','Y','Y','Y','N'
'CORICCHA','Rushd City',516,'N','L','Y','Y','2015-04-09 23:39:56','Y','Y','Y','Y','N'
'CORICCHA','Schirra Dock',389,'N','L','Y','Y','2015-10-10 16:18:40','Y','Y','Y','Y','N'
'CORICCHA','Tanner City',3326,'N','M','Y','N','2015-04-09 23:41:01','N','N','Y','Y','N'
'CORIN','Edwards Forum',0,'?','?','Y','?','2016-01-02 19:48:01','?','?','?','?','?'
'CORIN','Fowler Market',249,'N','L','Y','Y','2015-10-10 16:18:40','Y','Y','Y','Y','N'
'CORIN','Ing Point',0,'?','L','?','N','2015-12-27 16:22:05','Y','?','?','?','?'
'CORIN','Lassell Station',39,'Y','M','Y','N','2015-10-10 16:18:40','Y','Y','Y','N','N'
'CORIN','Nomen Port',28,'Y','L','Y','Y','2015-08-27 00:50:10','Y','Y','Y','Y','N'
'CORIN','Paola Dock',334,'Y','M','N','N','2015-10-10 16:18:40','N','Y','Y','Y','N'
'CORIN','Sandage City',106,'Y','M','Y','N','2015-10-10 16:18:40','Y','Y','Y','N','N'
'CORIN','Seki Vision',28,'N','L','Y','Y','2015-06-21 23:18:08','Y','Y','Y','Y','N'
'CORIN','Wallerstein Hub',64,'Y','M','N','N','2015-10-10 16:18:40','N','Y','Y','Y','N'
'CORINGHA','Green Keep',0,'?','L','?','N','2015-12-29 14:42:53','Y','?','?','?','?'
'CORINGHA','Riebe Camp',1690,'N','M','Y','N','2015-03-21 20:31:27','Y','N','Y','Y','N'
'CORIO','Bouvard Port',0,'N','M','Y','N','2015-10-10 16:18:40','N','N','Y','Y','N'
'CORIO','Darwin City',0,'N','M','Y','N','2015-10-10 16:18:40','Y','Y','Y','Y','N'
'CORIO','Kagawa Holdings',0,'N','L','Y','Y','2015-10-10 16:18:40','Y','Y','Y','Y','N'
'CORIORU','Hamilton Station',12,'N','M','Y','N','2015-09-24 08:44:23','N','N','N','Y','N'
'CORIORU','Markham Enterprise',29,'N','M','N','N','2015-09-24 08:44:37','Y','N','Y','Y','N'
'CORIORU','Sleator Port',2207,'N','L','Y','Y','2015-05-13 12:01:06','Y','Y','Y','Y','N'
'CORIOSKUR','Rigaux Settlement',243,'N','M','Y','N','2015-09-29 23:05:07','Y','N','Y','Y','N'
'CORIOSKUR','Tombaugh Port',311,'N','M','Y','N','2015-09-29 23:05:18','N','Y','Y','Y','N'
'CORIOSOLITE','Stillman Landing',0,'N','M','Y','N','2015-10-10 16:18:40','N','N','Y','Y','N'
'CORISCI','Liebig Port',0,'N','M','Y','N','2015-10-10 16:18:40','Y','N','Y','Y','N'
'CORITAB','Freud Gateway',935,'N','L','Y','Y','2015-05-17 06:19:37','Y','Y','Y','Y','N'
'CORITHI','Auld Platform',468111,'N','M','Y','N','2015-03-13 21:48:28','N','Y','Y','Y','N'
'CORITINI','Chaviano Station',0,'N','M','Y','N','2015-10-10 16:18:41','Y','Y','Y','Y','N'
'CORITINI','Moon Hub',0,'Y','M','Y','N','2015-10-10 16:18:41','Y','Y','Y','N','N'
'CORITINI','Spinrad Port',0,'Y','L','Y','Y','2015-10-10 16:18:41','Y','Y','Y','Y','N'
'CORITURES','Stith Mines',0,'Y','M','Y','N','2015-10-10 16:18:41','N','Y','Y','Y','N'
'CORN PIN','Boodt Terminal',452,'N','L','Y','Y','2015-10-10 16:18:41','Y','Y','Y','Y','N'
'CORN PIN','Wellman Orbital',637,'Y','M','N','N','2015-10-10 16:18:41','N','Y','Y','Y','N'
'CORNACATES','Hulse Landing',2655,'N','L','Y','Y','2015-03-18 01:01:37','Y','Y','Y','Y','N'
'CORNACATES','Villarceau Vision',2665,'N','M','Y','N','2015-06-21 23:14:59','Y','N','Y','Y','N'
'CORNAE','Beshore Dock',0,'N','M','Y','N','2015-10-10 16:18:41','N','N','Y','Y','N'
'CORNAE','Shavyrin Survey',0,'N','M','Y','N','2015-10-10 16:18:41','N','N','Y','Y','N'
'CORNENGU','Hamilton Survey',0,'N','M','N','N','2015-10-10 16:18:41','N','N','Y','Y','N'
'CORNENGU','Margulies Dock',0,'Y','L','Y','Y','2015-10-10 16:18:41','Y','Y','Y','Y','N'
'CORNENGU','Staden Dock',0,'Y','M','N','N','2015-10-10 16:18:41','N','Y','Y','Y','N'
'CORNGARANGA','Littlewood Dock',1811,'N','M','Y','N','2015-10-10 16:18:41','N','N','Y','Y','N'
'CORNGARANGA','Teng Hub',0,'N','M','Y','N','2015-10-10 16:18:41','N','N','Y','N','N'
'CORNGARI','Gould Station',980,'N','M','Y','N','2015-06-13 06:51:36','N','N','Y','Y','N'
'CORNGARI','Tedin Station',981,'N','L','Y','Y','2015-06-13 06:51:15','Y','Y','Y','Y','N'
'CORNGI','Bartini Base',0,'N','M','Y','N','2015-10-10 16:18:41','N','Y','Y','Y','N'
'CORNSAR','Chadwick Port',64,'N','L','Y','Y','2015-10-14 09:02:35','Y','Y','Y','Y','N'
'CORNSAR','Ito Market',41,'N','L','Y','Y','2015-10-14 09:02:21','Y','Y','Y','Y','N'
'CORYCIA','Armstrong Port',103,'Y','M','Y','N','2015-03-13 21:48:28','Y','Y','Y','Y','N'
'CORYCIA','Drexler Hub',59,'N','M','Y','N','2015-06-21 23:32:29','N','N','Y','Y','N'
'CORYCIA','Piper Hub',34,'N','L','Y','Y','2015-10-10 16:18:41','Y','Y','Y','Y','N'
'COSI','Arrhenius Hub',277,'N','L','Y','Y','2015-10-10 16:18:41','Y','Y','Y','Y','N'
'COSI','Henry Hub',12626,'N','M','Y','N','2015-05-10 10:04:24','N','N','Y','Y','N'
'COSI','Ising Hub',42,'N','L','Y','Y','2015-05-10 10:40:33','Y','Y','Y','Y','N'
'COSI','Julian City',209,'Y','L','Y','Y','2015-06-21 23:26:04','Y','Y','Y','Y','N'
'COSI','Marshall Hub',13860,'N','M','Y','N','2015-05-10 10:18:06','N','N','Y','Y','N'
'COSI','Solovyov Orbital',73,'N','M','Y','N','2015-03-30 02:14:48','Y','Y','Y','Y','N'
'COSI','Worlidge Station',654,'N','L','Y','Y','2015-05-10 10:44:48','Y','Y','Y','Y','N'
'COSIAO','Chacornac Terminal',7,'N','M','Y','N','2015-11-10 20:56:30','N','N','Y','Y','N'
'COTIACHIS','Cayley City',20887,'N','M','Y','N','2015-08-23 10:48:02','N','Y','Y','Y','N'
'COTIACHIS','Leberecht Tempel City',7385,'N','L','Y','Y','2015-10-10 16:18:41','Y','Y','Y','Y','N'
'COTIDJI','Dayuan Co-Operative',990,'Y','L','Y','Y','2015-07-05 16:53:27','Y','Y','Y','Y','N'
'COTIDJI','Kovalevskaya Co-Operative',2261,'Y','M','Y','N','2015-07-05 16:53:08','Y','N','N','Y','N'
'COTIDJI','Penn Enterprise',3166,'Y','M','N','N','2015-10-10 16:18:41','N','N','Y','Y','N'
'COTIGAGAIAL','Ali Port',571,'Y','L','Y','Y','2015-09-14 11:21:55','Y','Y','Y','Y','N'
'COTIGAGAIAL','Bose Station',1518,'N','M','Y','N','2015-09-14 11:22:29','N','N','Y','Y','N'
'COTIGAGAIAL','Divis Enterprise',2659,'N','L','Y','Y','2015-09-14 11:22:41','Y','Y','Y','Y','N'
'COTIGAGAIAL','Gaffney Dock',104942,'N','M','Y','N','2015-09-14 11:22:54','N','Y','Y','Y','N'
'COTIGAGAIAL','Nye Port',104928,'N','M','N','N','2015-09-14 11:23:04','Y','N','Y','Y','N'
'COTIGAGAIAL','Thornton Station',804,'N','M','Y','N','2015-09-14 11:22:06','N','N','Y','Y','N'
'COTIGAGAIAL','Wescott Hub',1045,'Y','L','Y','Y','2015-09-14 11:22:17','Y','Y','Y','Y','N'
'COTIGES','Haxel Stop',160,'N','M','Y','N','2015-06-16 01:12:16','Y','N','Y','Y','N'
'COTIN','Bishop Mines',156,'N','M','Y','N','2015-05-25 15:10:54','N','Y','Y','Y','N'
'COTIN','Markham Depot',507,'Y','M','Y','N','2015-10-10 16:18:42','N','N','Y','Y','N'
'COTINE','Darboux Landing',0,'Y','M','Y','N','2015-10-10 16:18:42','Y','Y','Y','N','N'
'COTINI','Fraley Relay',0,'N','M','Y','N','2015-10-10 16:18:42','N','N','Y','Y','N'
'COWICAS','Al-Khowarizmi Dock',372,'N','M','N','N','2015-10-10 16:18:42','N','N','Y','Y','N'
'COWICAS','Goonan Enterprise',373,'N','M','Y','N','2015-10-10 16:18:42','Y','Y','Y','Y','N'
'COWICAS','Harrison Station',277,'Y','L','Y','Y','2015-06-21 23:15:13','Y','Y','Y','Y','N'
'COWICAS','Milnor Terminal',100,'N','M','N','N','2015-10-10 16:18:42','Y','N','Y','Y','N'
'COWICAS','Moriarty Dock',58,'N','L','Y','Y','2015-06-21 23:15:13','Y','Y','Y','Y','N'
'COWINI','Calatrava Station',13,'N','M','Y','N','2015-08-19 18:50:43','Y','N','Y','Y','N'
'COWINI','Havilland Dock',114,'N','L','Y','Y','2015-04-29 02:00:14','Y','Y','Y','Y','N'
'COWINI','Hiyya Port',1350,'N','M','Y','N','2015-08-19 19:19:46','N','Y','Y','Y','N'
'COWINI','Kandrup Hub',67,'N','L','Y','Y','2015-04-29 02:00:14','Y','Y','Y','Y','N'
'COWINI','Russell Dock',2391,'N','L','Y','Y','2015-04-29 02:00:15','Y','Y','Y','Y','N'
'COWINI','Secchi Hub',39,'N','M','N','N','2015-08-19 17:57:11','Y','N','Y','Y','N'
'COWINI','Shute Dock',53,'N','M','Y','N','2015-08-19 18:57:15','N','Y','Y','Y','N'
'COWINI','Takahashi Station',53,'N','M','N','N','2015-08-19 17:58:31','N','N','Y','Y','N'
'COWINI','Tombaugh Terminal',1678,'N','L','Y','Y','2015-04-29 02:00:15','Y','Y','Y','Y','N'
'COWISKA','Larbalestier Beacon',1789,'N','M','Y','N','2015-04-25 13:42:52','Y','Y','Y','Y','N'
'COWISKA','Remec Dock',1747,'Y','M','Y','N','2015-04-25 13:35:38','Y','Y','Y','N','N'
'COWISKIMO','Markov Co-Operative',0,'N','M','Y','N','2015-10-10 16:18:42','N','N','Y','Y','N'
'COYOPA','Coddington Colony',0,'N','M','Y','N','2015-10-10 16:18:42','N','N','Y','Y','N'
'COYOPA','Minkowski Colony',0,'N','L','Y','Y','2015-10-10 16:18:42','Y','Y','Y','Y','N'
'COYOPA','Yerka Platform',0,'N','M','Y','N','2015-10-10 16:18:42','N','N','Y','N','N'
'COYOTANI','Oberth Dock',22,'Y','L','Y','Y','2015-10-10 16:18:42','Y','Y','Y','Y','N'
'COYOTANI','William Sargent Port',1792,'Y','M','N','N','2015-10-10 16:18:42','Y','Y','Y','Y','N'
'COZAANAT','Druillet Colony',0,'N','M','N','N','2015-10-10 16:18:42','Y','N','Y','Y','N'
'COZAANAT','Ejigu Survey',0,'N','M','Y','N','2015-10-10 16:18:42','Y','N','Y','Y','N'
